Ê±¼ä,L1(g),L2(g),L3(g),L4(g),L5(g),L6(g),L7(g),L8(g),L9(g),L10(g),L11(g),L12(g),L13(g),L14(g),L15(g),L16(g),L17(g),L18(g),R1(g),R2(g),R3(g),R4(g),R5(g),R6(g),R7(g),R8(g),R9(g),R10(g),R11(g),R12(g),R13(g),R14(g),R15(g),R16(g),R17(g),R18(g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:42,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:42,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:42,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:42,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:42,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:42,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:42,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:42,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:42,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:42,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:42,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:42,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:42,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:42,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:42,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:42,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:42,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:42,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:42,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:43,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:43,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:43,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:43,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:43,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:43,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:43,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:43,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:43,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:43,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:43,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:43,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:43,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:43,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:43,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:43,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:43,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:43,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:43,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:43,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:44,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:44,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:44,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:44,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:44,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:44,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:44,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:44,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:44,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:44,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:44,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:44,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:44,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:44,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:44,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:44,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:44,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:44,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:44,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:44,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:45,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:45,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:45,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:45,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:45,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:45,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:45,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:45,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:45,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:45,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:45,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:45,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:45,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:45,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:45,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:45,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:45,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:45,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:45,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:45,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:46,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:46,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:46,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:46,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:46,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:46,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:46,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:46,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:46,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:46,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:46,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:46,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:46,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:46,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:46,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:46,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:46,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:46,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:46,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:46,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:47,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:47,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:47,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:47,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:47,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:47,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:47,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:47,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:47,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:47,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:47,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:47,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:47,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:47,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:47,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:47,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:47,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:47,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:47,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:47,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:48,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:48,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:48,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:48,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:48,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:48,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:48,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:48,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:48,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:48,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:48,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:48,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:48,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:48,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:48,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:48,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:48,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:48,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:48,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:48,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:49,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:49,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:49,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:49,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:49,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:49,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:49,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:49,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:49,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:49,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:49,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:49,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:49,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:49,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:49,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:49,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:49,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:49,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:49,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:49,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:50,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:50,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:50,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:50,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:50,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:50,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:50,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:50,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:50,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:50,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:50,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:50,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:50,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:50,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:50,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:50,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:50,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:50,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:50,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:50,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:51,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:51,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:51,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:51,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:51,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:51,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-05-14 22:58:51,0,0,2847,621,0,0,0,0,1386,369,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
